Gene	IM-day2	Day2-day4	Day4-day8
AT5G44580	4.02445	0	0
AT5G44582	6.06668	-3.37019	-2.29376
AT5G44585	34.68936	-4.84126	0
AT5G44620	-1.84417	0	-1.81808
AT5G44630	-2.03017	0	0
AT5G44730	-1.81345	0	-3.27228
AT5G44740	-1.82537	0	0
AT5G44870	2.09057	0	1.95516
AT5G44894	4.09326	-2.58528	0
AT5G44910	2.60551	0	0
AT5G44990	65.68654	-15.28383	2.08043
AT5G45000	1.9769	-3.18844	0
AT5G45340	5.72943	-4.30352	0
AT5G45580	-2.32481666666667	0	-2.53486666666667
AT5G45630	-3.53111	0	0
AT5G45670	-1.92494	0	0
AT5G45850	-1.94231	0	0
AT5G46050	11.59584	-1.88376	2.35761
AT5G46080	2.08261	-1.96148666666667	0
AT5G46295	17.1329	-6.93799	0
AT5G46330	2.35935	-2.23092666666667	2.18166
AT5G46350	3.01076333333333	1.903885	4.07757666666667
AT5G46490	2.47323	-2.52963	0
AT5G46500	2.0359	-2.30654	0
AT5G46590	-2.41902333333333	2.127925	2.69172333333333
AT5G46600	-2.12596	0	0
AT5G46650	-3.36196	0	0
AT5G46690	-2.35556333333333	2.28250666666667	0
AT5G46710	4.81185666666667	-2.06241333333333	0
AT5G46790	-1.91536	0	0
AT5G46830	-5.20646333333333	2.2446	2.03113
AT5G47060	-2.37238	0	0
AT5G47070	1.99165	0	1.91777
AT5G47150	-2.37229	0	0
AT5G47170	-2.10616	0	0
AT5G47220	35.29864	-14.6131166666667	0
AT5G47230	10.9658133333333	-3.77584666666667	0
AT5G47330	5.47716	3.75926	3.30227
AT5G47500	1.8619	0	0
AT5G47590	-2.89996	0	4.59641
AT5G47600	-3.06352	0	3.17849
AT5G47800	-1.83784	0	0
AT5G47850	4.936355	-3.06222	0
AT5G47910	1.92538	-2.37463	0
AT5G47960	4.05166	-2.99889	1.99209
AT5G48175	6.0442	-3.35416	0
AT5G48450	-1.90226	0	0
AT5G48540	8.42798	-2.2135	2.59501
AT5G48657	5.79089	-3.47943	2.68457
AT5G48900	1.88789	0	-2.30396
AT5G49010	-2.44863	0	-2.07361
AT5G49015	-2.07817	0	0
AT5G49290	-2.24681	0	0
AT5G49300	-3.39419	0	0
AT5G49380	-2.59263	0	0
AT5G49448	4.89383	-2.23236	0
AT5G49450	5.1126	-1.984365	0
AT5G49480	3.38909	-3.12837	2.22534
AT5G49490	-2.43321	0	0
AT5G49520	2.50077333333333	0	2.80251666666667
AT5G49615	-2.0401	0	2.22057
AT5G49630	2.11268	0	0
AT5G49690	14.8101	-4.93208	14.27693
AT5G49700	3.53476	-2.01976	0
AT5G49770	-2.27871666666667	0	-2.1816
AT5G50200	12.82841	-2.25192	6.273445
AT5G50335	4.5475	-1.83487	8.92155
AT5G50360	-1.94022	2.03516	8.5889
AT5G51030	-1.85021	-2.09728	-2.84628
AT5G51190	11.04603	-3.66077	0
AT5G51210	-4.20355	0	0
AT5G51310	2.63225	0	0
AT5G51440	65.26389	-2.68819	0
AT5G51480	-1.90291	0	0
AT5G51550	-2.07597	0	0
AT5G51630	-2.72362	0	0
AT5G51760	2.15929	0	0
AT5G51810	-2.46008	2.05324	2.01234
AT5G51830	2.17902	0	2.64951
AT5G51850	-4.72034	0	-1.99296
AT5G51860	-2.31578	0	-2.48041
AT5G51870	-2.04933	0	-2.05338
AT5G52050	4.02364	0	33.37627
AT5G52170	-1.84051	-2.02458	0
AT5G52390	-15.35311	0	34.25494
AT5G52450	3.01083	0	2.87996
AT5G52600	-2.04850333333333	0	0
AT5G52640	1.89019	-2.47465	2.06305
AT5G52680	-2.72735	0	0
AT5G52690	-2.98442	-2.74235	-4.23675
AT5G52720	5.02881	-4.19644	0
AT5G52740	4.83954	-1.91324	0
AT5G52750	16.23388	-6.59508	0
AT5G52760	8.97974	-5.83695	0
AT5G52810	1.8933	0	0
AT5G52940	2.6928	0	2.91933
AT5G52950	-1.8549	0	0
AT5G53030	2.13121	0	0
AT5G53048	2.87929	0	0
AT5G53110	5.78463	0	0
AT5G53200	2.38441666666667	0	0
AT5G53290	-1.84677	0	4.61820333333333
AT5G53320	-2.687095	0	4.65355
AT5G53390	10.70598	2.86724	0
AT5G53450	-2.37686	0	0
AT5G53550	2.24399	0	2.1548
AT5G53810	3.61791	0	0
AT5G53830	1.92347	0	0
AT5G54060	-2.37622	1.90215	0
AT5G54075	2.35689	0	0
AT5G54095	4.54128	-2.29391	2.14368
AT5G54100	5.11869	-2.87181	2.83033
AT5G54150	-8.17381	0	0
AT5G54165	3.40599	0	7.07226
AT5G54170	1.89433	0	4.33858
AT5G54230	2.30727	-1.99426	2.0801
AT5G54250	-2.00862	2.05786	2.33036
AT5G54400	-2.19297	0	0
AT5G54420	17.17995	-2.03468	3.46663
AT5G54450	51.10548	-2.77589	3.37746
AT5G54490	21.72569	-5.65184	0
AT5G54500	2.25113	-2.40834	2.02287
AT5G54550	21.78322	0	2.45885
AT5G54560	4.37169	0	3.10282
AT5G54710	11.33198	-6.04397	0
AT5G54730	1.98736	-1.88196	0
AT5G54810	2.43866	0	0
AT5G54840	2.363945	-2.040965	0
AT5G54940	2.30263	0	1.99061
AT5G54990	-3.22111	0	0
AT5G55150	147.6134	-5.94062	2.09862
AT5G55200	2.07163	-1.90428	0
AT5G55330	-2.97373	0	-1.937
AT5G55340	-3.03074	0	0
AT5G55420	2.92817	-2.78699	0
AT5G55490	2.91811	0	6.87992
AT5G55620	1.88175	-2.03701	2.18021
AT5G55650	-2.23768	0	0
AT5G55690	4.43849666666667	2.39897	0
AT5G55970	1.90644	0	0
AT5G56040	-1.80763	0	0
AT5G56200	2.25889	0	0
AT5G56230	1.85966	-2.70093	0
AT5G56320	-3.59453	0	0
AT5G56350	2.69193	-1.98138	0
AT5G56490	-2.81468	2.87018	0
AT5G56620	-2.41589	-2.35589	-1.89569
AT5G56630	2.01422	0	0
AT5G56700	-2.50087	0	0
AT5G56860	-2.58944666666667	2.29079	2.006075
AT5G56870	2.10948	0	4.90222
AT5G56960	83.30049	-13.82287	6.56356
AT5G56980	3.63401	-1.85519	2.98205
AT5G57010	5.49621	-3.75353	2.7935
AT5G57050	3.3114	-1.82839	3.03221
AT5G57090	6.2336	11.99236	2.95016
AT5G57140	-1.83834	0	0
AT5G57220	22.58351	-9.39015	0
AT5G57340	2.497485	0	0
AT5G57400	-3.33343	0	0
AT5G57420	-5.68152	0	-2.221445
AT5G57500	18.5583	-7.58968	0
AT5G57510	57.27234	-11.71281	12.03263
AT5G57530	-2.58373	0	0
AT5G57560	8.61096	-2.8928	2.75859
AT5G57720	10.61754	2.7256	0
AT5G57735	2.41955	0	0
AT5G57760	3.44058	0	2.62488
AT5G57880	-1.86711	0	0
AT5G57910	2.52429	0	0
AT5G57920	8.92211	0	-2.31625
AT5G58000	-1.92897	0	0
AT5G58080	-2.69676	0	0
AT5G58140	-1.88404	0	0
AT5G58260	-1.85843	0	0
AT5G58320	-2.18766	0	0
AT5G58390	5.1629	0	2.0588
AT5G58400	-7.03681	0	2.38022
AT5G58580	-2.96472	0	-1.99239
AT5G58590	-2.63034	0	0
AT5G59030	1.86199	0	0
AT5G59070	6.02428	0	0
AT5G59130	-2.20431	0	0
AT5G59230	-2.43559	0	0
AT5G59330	-2.15938	0	5.99277
AT5G59340	-3.47317666666667	2.14731	0
AT5G59390	1.88822	3.71187	2.01682
AT5G59430	-1.82939	0	0
AT5G59450	1.961505	-1.931905	0
AT5G59540	8.25632	-5.12173	3.12086
AT5G59550	2.87091	0	0
AT5G59590	1.96109	0	9.36144
AT5G59680	3.31974333333333	-3.61531	-3.201285
AT5G59730	2.52851	-1.80966	0
AT5G59780	2.487485	2.12225	0
AT5G59820	21.9143133333333	-4.17071	4.52356333333333
AT5G59990	-2.56617	0	0
AT5G60110	-1.92045	0	0
AT5G60180	-2.28002	0	0
AT5G60800	2.30232	-3.19056	1.81307
AT5G60900	2.064	-2.62643333333333	0
AT5G60950	6.05663	0	4.7133
AT5G60970	-2.17316333333333	3.417575	3.96862
AT5G60978	8.03674	-3.22842	5.00862
AT5G61000	-1.94407	0	0
AT5G61010	3.00622	-2.20019	0
AT5G61160	38.39473	-27.01037	0
AT5G61320	3.77223	0	21.04793
AT5G61440	-1.90467	0	0
AT5G61560	2.82758666666667	-1.88287	2.25165333333333
AT5G61570	-1.80797	0	0
AT5G61600	3.29775333333333	-2.18788666666667	0
AT5G61810	-1.98169	0	2.06481
AT5G61820	3.5673	0	4.64309
AT5G61850	2.049045	0	-2.23416333333333
AT5G61890	1.83698	0	3.28325666666667
AT5G62020	5.50011333333333	-1.99589	2.15994666666667
AT5G62130	-2.41568	0	0
AT5G62150	4.72278	-6.41841	0
AT5G62165	-1.88437	0	0
AT5G62170	-2.31221	0	-2.30215
AT5G62280	-2.35295	25.34771	0
AT5G62360	-1.88676	1.89334	2.68059
AT5G62420	-2.60565	0	0
AT5G62480	250.57553	-15.81505	6.0477
AT5G62730	-2.96209	0	7.34928
AT5G63090	-2.00500333333333	0	0
AT5G63160	2.0172	0	2.50937
AT5G63350	-2.08738	0	2.59626
AT5G63390	-1.92021	0	0
AT5G63450	2.66245	0	41.80663
AT5G63530	-2.992325	0	0
AT5G63660	2.69618	0	0
AT5G63790	17.1663633333333	-2.63438333333333	2.21943333333333
AT5G64000	4.07601	0	2.16661
AT5G64120	35.29499	0	17.44576
AT5G64630	-2.1427	0	0
AT5G64667	-2.32743	0	-1.95637
AT5G64720	-2.2732	2.10272	2.08902
AT5G64750	5.8234	0	9.38475666666667
AT5G64810	2.49722666666667	-3.00396666666667	0
AT5G64890	5.12034	-5.59187	0
AT5G64905	18.59175	-5.35824	0
AT5G65070	-5.14638	0	0
AT5G65090	-1.9354	0	0
AT5G65110	2.52136	0	1.9566
AT5G65130	-2.39766666666667	0	-1.990925
AT5G65207	2.74805	0	0
AT5G65300	6.61434	-2.2246	4.64295
AT5G65380	2.14811	0	2.81539
AT5G65510	-1.91247	-2.03782	0
AT5G65600	13.3489033333333	-8.98739666666667	3.10371
AT5G65610	2.11503	0	0
AT5G65690	-5.00214	0	7.49907
AT5G65730	-2.41918	0	0
AT5G65790	3.37339666666667	-2.79233666666667	2.8127
AT5G65870	1.8763	0	6.29728
AT5G66020	4.54927	-3.71936	0
AT5G66210	2.10501	-2.02664	0
AT5G66480	7.09597	-2.52434	2.34919
AT5G66490	2.76874	0	0
AT5G66520	-1.84489	0	0
AT5G66580	-2.01181	2.40289	2.43265
AT5G66590	-1.96296	1.83893	0
AT5G66630	2.20858	0	2.41165
AT5G66640	10.48823	-2.34646	0
AT5G66650	2.08917	0	0
AT5G66660	-2.29797	0	-2.10811
AT5G66700	1.86489	0	0
AT5G66770	-1.81849	0	0
AT5G66780	1.93453	0	3.38574
AT5G66790	3.20537666666667	0	0
AT5G66800	2.19183	1.98368	0
AT5G66900	1.85182	0	0
AT5G67060	6.63311666666667	0	8.99272
AT5G67080	31.2698633333333	-34.33893	10.8762833333333
AT5G67160	-1.91634	0	2.12322
AT5G67180	-4.06313666666667	0	2.03587666666667
AT5G67280	-2.24639	0	0
AT5G67310	19.82318	-8.07412	19.32997
AT5G67340	2.91793	-2.1265	0
AT5G67370	-2.01898	0	0
AT5G67420	1.90728	0	0
AT5G67450	7.01683666666667	-2.00115666666667	0
AT5G67620	-1.91235	0	0
AT1G01030	0	4.14195666666667	2.74756666666667
AT1G01070	0	2.76466	0
AT1G01420	0	-3.60626	0
AT1G01590	0	1.86826	0
AT1G01840	0	2.00934	0
AT1G02190	0	1.84475	0
AT1G02340	0	5.03361666666667	1.89020666666667
AT1G02430	0	-2.82579	0
AT1G02440	0	-2.8575	0
AT1G02450	0	-3.17141	0
AT1G02950	0	1.84833	0
AT1G03400	0	-1.80113	0
AT1G03800	0	2.11217	1.91853
AT1G03820	0	1.81769	0
AT1G03990	0	2.79913	0
AT1G04350	0	1.81943	0
AT1G05330	0	-1.90028	0
AT1G05540	0	7.26795	2.05313
AT1G05760	0	1.88104	0
AT1G05770	0	2.04277	0
AT1G06640	0	2.20979	5.3596
AT1G07473	0	4.69742	2.74664
AT1G07630	0	-1.91136	0
AT1G07710	0	1.95033	0
AT1G08320	0	7.95345666666667	5.42659666666667
AT1G08465	0	2.61710666666667	0
AT1G08590	0	2.28261	0
AT1G08860	0	-1.89086	0
AT1G09880	0	1.81592	0
AT1G09950	0	-2.10004	4.06252
AT1G10220	0	3.71417	-2.17225
AT1G10470	0	-1.80658	0
AT1G11055	0	-2.257	0
AT1G11450	0	2.37596	0
AT1G11490	0	2.64154	0
AT1G11735	0	2.08047	-2.28324
AT1G11750	0	-2.3203	0
AT1G12330	0	1.97337	0
AT1G12890	0	2.11460666666667	0
AT1G13100	0	-2.14689	0
AT1G13110	0	-1.83775	-2.21285
AT1G13370	0	2.52919	2.55629
AT1G13550	0	-3.62207	0
AT1G14350	0	1.98159	0
AT1G14700	0	2.00355	0
AT1G15160	0	4.8948	0
AT1G15260	0	2.058	0
AT1G15360	0	4.87338	16.27692
AT1G15550	0	5.38023	2.00602
AT1G15760	0	2.01814	-2.25824
AT1G16022	0	2.58899	0
AT1G16260	0	-1.93863	0
AT1G16370	0	1.90339	3.78424
AT1G16410	0	4.00913	0
AT1G16420	0	-3.98157	0
AT1G16705	0	5.80661	3.49437
AT1G17060	0	-2.80256	0
AT1G17240	0	-4.19572	0
AT1G19380	0	-2.18381	5.10946
AT1G19420	0	2.04788	0
AT1G19830	0	2.31013	0
AT1G20080	0	1.92678	0
AT1G20190	0	2.87004	0
AT1G20450	0	2.35619	2.05823
AT1G20780	0	-1.97927	0
AT1G21230	0	-2.40287	0
AT1G21240	0	-2.42034	0
AT1G21250	0	-2.50804666666667	0
AT1G21270	0	-2.99222	0
AT1G21890	0	3.55216	0
AT1G21950	0	2.09915	1.98797
AT1G22090	0	-2.08944	0
AT1G22380	0	4.22904	5.84944
AT1G22910	0	1.82811	0
AT1G23110	0	-3.06733	0
AT1G23530	0	1.97785	0
AT1G24148	0	-2.18844	-1.90154
AT1G24150	0	-2.53579	0
AT1G24530	0	-2.00894	2.92391
AT1G25230	0	2.74714	0
AT1G25310	0	2.09275666666667	0
AT1G25550	0	-1.90773	2.95873333333333
AT1G26600	0	5.56504	0
AT1G26680	0	-1.91082	-5.73066
AT1G27461	0	4.40693	2.55633
AT1G27670	0	2.55359	0
AT1G28080	0	1.81313	0
AT1G28380	0	-1.87574	0
AT1G29520	0	2.17781	0
AT1G29715	0	1.94078	2.43232
AT1G29770	0	-1.92187	2.13283
AT1G30170	0	3.36008	9.4585
AT1G30280	0	-2.00806	0
AT1G30530	0	1.82681	0
AT1G31040	0	2.0946	0
AT1G32120	0	-1.81181	0
AT1G32170	0	3.02259	0
AT1G32172	0	-2.33217	0
AT1G32910	0	-3.06366	9.12259
AT1G32960	0	-2.15982	6.43764
AT1G33170	0	1.86691	0
AT1G34060	0	-2.16613	-6.14677
AT1G34750	0	-1.99293	0
AT1G35350	0	-2.19214	4.827
AT1G35730	0	5.5345	0
AT1G40390	0	2.1886	0
AT1G43624	0	2.27811	0
AT1G43800	0	-2.01519	-31.55864
AT1G47271	0	1.87253	0
AT1G47480	0	-2.27735	-4.45857
AT1G47610	0	4.09391	0
AT1G47990	0	-1.88839	-4.0714
AT1G48020	0	-2.11924	0
AT1G48320	0	-2.48675	0
AT1G49450	0	2.01319	0
AT1G49730	0	2.36491	0
AT1G51660	0	-1.81065	0
AT1G51860	0	-3.0072	0
AT1G51960	0	-2.05504	0
AT1G52000	0	2.9309	2.26543
AT1G52040	0	2.42284	4.59566
AT1G53070	0	1.83075	0
AT1G53430	0	-2.25727	0
AT1G54035	0	2.31368	3.33383
AT1G54040	0	1.91839	4.190135
AT1G54575	0	-1.91825	0
AT1G55365	0	-1.81958	0
AT1G55370	0	2.02981	0
AT1G55560	0	4.16798	0
AT1G55580	0	1.81649	-2.46646666666667
AT1G55600	0	2.39616	0
AT1G55770	0	2.86586	0
AT1G56010	0	3.39787	3.08445
AT1G56120	0	-1.85044	0
AT1G56540	0	-1.99671	0
AT1G56555	0	1.98091	0
AT1G56620	0	2.97216	0
AT1G56650	0	3.49641333333333	3.680395
AT1G56660	0	-1.82109	0
AT1G57560	0	2.63733333333333	2.528055
AT1G58320	0	-2.1715	0
AT1G58390	0	-1.89763	0
AT1G60060	0	2.51889	0
AT1G60350	0	2.36245	0
AT1G60360	0	2.12399	0
AT1G60880	0	2.16814	-3.772
AT1G60960	0	1.866	0
AT1G61130	0	-2.27141	-4.32021
AT1G61415	0	-2.14316	0
AT1G61810	0	1.99172	2.15802
AT1G62035	0	1.99301	0
AT1G62400	0	2.13053333333333	0
AT1G62480	0	2.1836	2.81994
AT1G62510	0	1.90284	4.37714
AT1G63310	0	1.82413	0
AT1G64110	0	2.92413	0
AT1G64210	0	5.30744	0
AT1G64390	0	1.96415	0
AT1G65060	0	1.99029	0
AT1G65620	0	1.9939	1.82745
AT1G65730	0	2.77483	3.16305
AT1G66550	0	-2.40177	0
AT1G66855	0	3.27549	0
AT1G66980	0	-1.82536	0
AT1G66990	0	-1.84715	0
AT1G67520	0	2.011205	0
AT1G67990	0	1.82334	0
AT1G68090	0	-3.44373	0
AT1G68180	0	2.07946	0
AT1G68230	0	2.40421	0
AT1G68500	0	2.20203	4.71464
AT1G68800	0	2.59171333333333	-1.9276
AT1G68940	0	-1.97774	0
AT1G69160	0	2.59745	2.13535
AT1G69180	0	6.58576666666667	8.81282
AT1G69325	0	2.22958	0
AT1G69520	0	-2.23714	0
AT1G70260	0	2.63933	-2.62751
AT1G70420	0	-2.2955	1.85312
AT1G70640	0	1.95711	1.86476
AT1G70720	0	2.78591	0
AT1G70830	0	1.94917	0
AT1G70920	0	2.131905	0
AT1G71000	0	3.15912	9.25681
AT1G71880	0	-1.82062	0
AT1G71960	0	-2.16963	2.5782
AT1G72125	0	-1.95445	3.60947
AT1G73870	0	1.94585	0
AT1G74010	0	1.88134	24.71051
AT1G74090	0	2.35532	1.96496
AT1G74200	0	-1.99041	0
AT1G75260	0	1.98865	0
AT1G75580	0	2.1143	0
AT1G75600	0	1.86443	2.33448
AT1G75620	0	1.8732	0
AT1G75880	0	3.26848	41.97554
AT1G76090	0	2.13501	2.63881
AT1G76100	0	2.05218	0
AT1G76180	0	1.88704	2.2421
AT1G76220	0	2.27473	0
AT1G76500	0	8.82237	0
AT1G76610	0	3.40636	2.7315
AT1G76800	0	3.45641	-5.17678
AT1G76952	0	2.40502	0
AT1G76965	0	-2.75438	-1.81335
AT1G77020	0	2.9237	2.938
AT1G77110	0	2.02608	0
AT1G77210	0	1.9297	2.63639
AT1G77400	0	1.87174	0
AT1G78070	0	1.93198	4.60039
AT1G78230	0	4.84842	2.87251
AT1G78820	0	2.07006	0
AT1G79160	0	2.04132	0
AT1G79360	0	2.32284	2.9277
AT1G80080	0	2.87387	2.23418
AT1G80280	0	1.9409	0
AT1G80390	0	2.762505	2.900505
AT1G80420	0	-2.20268	0
AT1G80580	0	-2.68205	-7.107555
AT2G01150	0	2.61957	2.42387
AT2G01275	0	2.33725	0
AT2G01500	0	3.192525	6.81815666666667
AT2G01940	0	1.86558	0
AT2G02080	0	4.57986666666667	0
AT2G02730	0	2.75251	0
AT2G02780	0	1.82724	0
AT2G03020	0	1.89281	7.06533
AT2G03090	0	2.48958	0
AT2G03750	0	2.01193	0
AT2G04260	0	-1.84498	0
AT2G04400	0	-1.8407	2.3749
AT2G04450	0	-1.83788	0
AT2G04510	0	-3.48689	0
AT2G04570	0	2.53929	20.00986
AT2G14620	0	1.80347	0
AT2G16015	0	2.72107	0
AT2G16850	0	2.05657	0
AT2G17550	0	1.81853	2.07092
AT2G17705	0	-1.83805	0
AT2G17950	0	-1.91752	0
AT2G18050	0	3.08787	2.74131
AT2G18115	0	2.54338	-1.94362
AT2G18120	0	2.08621	-1.840545
AT2G18340	0	-2.45392	0
AT2G18480	0	2.77958	0
AT2G18550	0	2.39424666666667	0
AT2G18890	0	2.07408666666667	0
AT2G19210	0	-1.81202	0
AT2G19850	0	2.21136	0
AT2G19970	0	2.89044	2.81483
AT2G20320	0	2.21967	0
AT2G20720	0	-3.13777	0
AT2G20835	0	-1.92293	0
AT2G21050	0	1.8548	0
AT2G21187	0	2.45649	3.158565
AT2G21270	0	-2.56629	0
AT2G21560	0	2.75919	0
AT2G21830	0	3.04793	0
AT2G22200	0	3.75023666666667	3.94937
AT2G22680	0	1.98841	0
AT2G22890	0	1.84257	0
AT2G23000	0	2.07663	0
AT2G23060	0	1.95699	-1.98842
AT2G23200	0	-1.932865	0
AT2G23290	0	-1.8299	-1.98928
AT2G24545	0	-2.60198	0
AT2G25220	0	4.57439666666667	0
AT2G26290	0	2.228665	8.16902333333333
AT2G26440	0	-2.02718	0
AT2G26450	0	-2.37293	0
AT2G27140	0	2.19875	0
AT2G27300	0	1.93875	0
AT2G27395	0	4.02128	-4.69317
AT2G27420	0	3.35479	0
AT2G27880	0	-2.05048	0
AT2G28090	0	2.38638	5.8622
AT2G28420	0	2.28732	2.42298
AT2G28580	0	2.14223	0
AT2G28610	0	1.86883	0
AT2G29390	0	2.66241	2.0675
AT2G29430	0	-2.35905	5.94714
AT2G29660	0	1.832725	0
AT2G29670	0	2.26134	2.49956
AT2G30766	0	2.56264	0
AT2G31070	0	3.1406	2.39618666666667
AT2G31085	0	4.98064	2.98209
AT2G31380	0	1.84006	0
AT2G31560	0	1.875435	2.25058
AT2G31920	0	2.57368	0
AT2G32100	0	2.41341	1.98275
AT2G32750	0	2.44142	0
AT2G32870	0	1.81679	-4.31233
AT2G32880	0	2.46952	0
AT2G33260	0	1.89291	0
AT2G33380	0	1.855485	14.21808
AT2G34530	0	1.90694	0
AT2G34540	0	1.88879	0
AT2G34655	0	2.99417	0
AT2G34810	0	2.0339	3.66707
AT2G34850	0	2.3009	0
AT2G35580	0	2.03038	0
AT2G36030	0	1.96345	0
AT2G36120	0	3.09269	2.36095
AT2G36307	0	1.88108	0
AT2G37390	0	2.00147	0
AT2G37460	0	1.89532	0
AT2G37540	0	-1.84657	2.96959
AT2G37820	0	-3.14948	-3.33673
AT2G38240	0	7.48909	74.50824
AT2G38310	0	-3.03569	0
AT2G38530	0	2.055	5.42027
AT2G38750	0	2.08806	3.85172
AT2G39010	0	2.45212	3.97435
AT2G39175	0	2.10088	0
AT2G39705	0	1.96574	0
AT2G39800	0	1.85948	0
AT2G39920	0	1.94126	0
AT2G40050	0	2.18342	0
AT2G40475	0	3.50265	3.22637
AT2G40610	0	3.44288	2.53484
AT2G41070	0	-1.85881333333333	-1.93927
AT2G41090	0	-2.20861	0
AT2G41510	0	6.22798	0
AT2G41870	0	1.88319	1.8541
AT2G42140	0	2.38873	3.53935
AT2G42410	0	2.13605333333333	1.959935
AT2G42820	0	2.39954	0
AT2G43100	0	3.6268	0
AT2G43510	0	1.84628	8.86437
AT2G43550	0	1.8616	1.90544
AT2G44500	0	-2.24759	0
AT2G45050	0	2.2888	0
AT2G45130	0	-1.89228	-4.63457
AT2G45180	0	3.64449	0
AT2G45190	0	1.96284333333333	0
AT2G45960	0	2.10359	3.26016
AT2G46620	0	-2.21254	0
AT2G46660	0	-2.14784	-8.31097
AT2G47050	0	2.31317	0
AT2G47570	0	2.49883	0
AT2G47880	0	-2.11556	0
AT2G48010	0	-1.80031	0
AT2G48030	0	-2.18384	0
AT3G01080	0	-2.95602666666667	0
AT3G01950	0	1.82261	0
AT3G01960	0	4.7636	0
AT3G02150	0	2.8264525	6.1376425
AT3G02240	0	-4.30403	29.72476
AT3G02500	0	3.14241	0
AT3G02770	0	-1.87836	0
AT3G02910	0	-2.19721	0
AT3G03200	0	1.9241	0
AT3G03450	0	2.06065	1.83558
AT3G04030	0	2.04842	0
AT3G04070	0	2.691955	18.4809133333333
AT3G04290	0	3.56876	2.09794
AT3G05620	0	1.85113	0
AT3G05640	0	2.43393	3.4344
AT3G05660	0	-1.87183	0
AT3G05950	0	5.28258	0
AT3G06125	0	2.10442	2.099215
AT3G06868	0	2.34248	0
AT3G06880	0	1.88072	0
AT3G09270	0	1.97947	0
AT3G09330	0	1.86847	0
AT3G09340	0	1.92584	-1.95434
AT3G10280	0	1.96933	2.19271
AT3G10320	0	2.81564	0
AT3G10525	0	2.91877	0
AT3G10680	0	1.92253	0
AT3G10910	0	2.16531	0
AT3G11260	0	3.73440666666667	4.85237
AT3G11660	0	2.28032	4.31234
AT3G12410	0	2.33268	0
AT3G12610	0	2.29119	0
AT3G13100	0	-2.12879	1.82906
AT3G13500	0	-2.93829	2.34372
AT3G13590	0	2.06474	0
AT3G14170	0	1.96048	0
AT3G14320	0	2.08898	2.23293
AT3G14380	0	3.41576	0
AT3G14440	0	2.59018	0
AT3G14810	0	1.91268	0
AT3G14840	0	-1.95705	0
AT3G15030	0	2.14689333333333	0
AT3G15210	0	-1.86532	2.19678333333333
AT3G15510	0	2.28651	2.298795
AT3G15800	0	2.00994	0
AT3G16420	0	1.84492	3.12711
AT3G16470	0	1.8753	7.61556
AT3G16520	0	1.99196	4.35818
AT3G17130	0	1.85636	0
AT3G18010	0	9.63725666666667	0
AT3G18260	0	2.14061	0
AT3G18773	0	1.82064	0
AT3G19430	0	2.49156	2.92723
AT3G19500	0	-1.8277	0
AT3G19850	0	-1.99171	-2.09803
AT3G20100	0	2.19588	1.80591
AT3G20570	0	1.83074	0
AT3G20640	0	1.92123	-2.026105
AT3G21090	0	2.03428	0
AT3G21210	0	2.07649	0
AT3G22740	0	5.14607	15.88988
AT3G22850	0	-2.33294	0
AT3G22961	0	2.21357	0
AT3G23080	0	2.58001	0
AT3G23190	0	2.10083	0
AT3G25130	0	1.8705	0
AT3G25190	0	1.95243	-2.51086
AT3G25620	0	2.29846	0
AT3G25855	0	2.1162	0
AT3G25882	0	-2.19558	0
AT3G26140	0	2.7379	0
AT3G26150	0	1.83029	2.18325
AT3G26200	0	-2.74985	0
AT3G26290	0	1.80052	0
AT3G27040	0	8.21316	0
AT3G28070	0	1.89339	0
AT3G28420	0	2.22629	0
AT3G28560	0	-1.94575	0
AT3G28570	0	-2.52671	0
AT3G29020	0	3.21111	0
AT3G29030	0	2.24078	0
AT3G29300	0	3.59508	-2.64961
AT3G29305	0	2.31586	0
AT3G29370	0	1.92485	0
AT3G29590	0	2.50298	0
AT3G30530	0	3.259855	-5.664895
AT3G43960	0	2.92125	0
AT3G43970	0	-3.43486	0
AT3G44757	0	2.00104	0
AT3G44770	0	1.96807	0
AT3G45070	0	-5.25929	0
AT3G45140	0	2.71139	13.131
AT3G46170	0	2.81006	4.09761
AT3G46770	0	5.14728	3.89651
AT3G47220	0	-1.91389	-1.96852
AT3G47295	0	1.9203	1.83831
AT3G47340	0	3.442505	8.905
AT3G47360	0	-1.89902	-7.25667
AT3G47500	0	1.92662	2.47728
AT3G47750	0	2.57918	0
AT3G48080	0	-2.76737	0
AT3G48200	0	2.01881	0
AT3G48510	0	1.99696	2.81058
AT3G48520	0	1.89041	40.15879
AT3G49260	0	2.30589	0
AT3G49670	0	1.90369	0
AT3G49845	0	-3.37123	0
AT3G49960	0	-1.9349	0
AT3G50010	0	-2.49449	0
AT3G50270	0	2.32865	2.18573
AT3G50330	0	2.4594	6.54364
AT3G51040	0	2.10217	0
AT3G51660	0	2.10108	1.98614
AT3G52450	0	-2.7761	7.08169
AT3G52720	0	2.68104	1.985415
AT3G52780	0	3.11615	2.5145
AT3G53420	0	2.14553	5.15928
AT3G53980	0	2.60979	0
AT3G54140	0	2.09952	19.53473
AT3G54890	0	1.97318	0
AT3G54990	0	1.87537	2.0724825
AT3G55700	0	1.89998	3.5709
AT3G55710	0	3.98574	0
AT3G55810	0	1.85253	0
AT3G56260	0	2.02891	18.33915
